timestamp,openPrice,highPrice,lowPrice,closePrice
2026-01-02 00:00:00,"{'bid': 4325.38, 'ask': 4326.58}","{'bid': 4348.25, 'ask': 4349.45}","{'bid': 4323.65, 'ask': 4324.47}","{'bid': 4330.78, 'ask': 4331.08}"
2026-01-02 00:15:00,"{'bid': 4330.65, 'ask': 4330.95}","{'bid': 4342.59, 'ask': 4342.89}","{'bid': 4328.02, 'ask': 4328.32}","{'bid': 4340.93, 'ask': 4341.23}"
2026-01-02 00:30:00,"{'bid': 4341.45, 'ask': 4341.75}","{'bid': 4345.44, 'ask': 4345.74}","{'bid': 4338.93, 'ask': 4339.23}","{'bid': 4345.38, 'ask': 4345.68}"
2026-01-02 00:45:00,"{'bid': 4345.37, 'ask': 4345.67}","{'bid': 4351.33, 'ask': 4351.63}","{'bid': 4341.62, 'ask': 4341.92}","{'bid': 4348.19, 'ask': 4348.49}"
2026-01-02 01:00:00,"{'bid': 4348.39, 'ask': 4348.69}","{'bid': 4353.05, 'ask': 4353.35}","{'bid': 4344.41, 'ask': 4344.71}","{'bid': 4347.93, 'ask': 4348.23}"
2026-01-02 01:15:00,"{'bid': 4347.95, 'ask': 4348.25}","{'bid': 4349.27, 'ask': 4349.57}","{'bid': 4341.23, 'ask': 4341.53}","{'bid': 4347.15, 'ask': 4347.45}"
2026-01-02 01:30:00,"{'bid': 4347.18, 'ask': 4347.48}","{'bid': 4350.76, 'ask': 4351.06}","{'bid': 4346.59, 'ask': 4346.89}","{'bid': 4349.62, 'ask': 4349.92}"
2026-01-02 01:45:00,"{'bid': 4349.65, 'ask': 4349.95}","{'bid': 4356.03, 'ask': 4356.33}","{'bid': 4349.64, 'ask': 4349.94}","{'bid': 4354.16, 'ask': 4354.46}"
2026-01-02 02:00:00,"{'bid': 4354.14, 'ask': 4354.44}","{'bid': 4356.19, 'ask': 4356.49}","{'bid': 4345.15, 'ask': 4345.45}","{'bid': 4346.46, 'ask': 4346.76}"
2026-01-02 02:15:00,"{'bid': 4346.48, 'ask': 4346.78}","{'bid': 4349.76, 'ask': 4350.06}","{'bid': 4344.63, 'ask': 4344.93}","{'bid': 4349.15, 'ask': 4349.45}"
2026-01-02 02:30:00,"{'bid': 4349.11, 'ask': 4349.41}","{'bid': 4351.41, 'ask': 4351.71}","{'bid': 4345.69, 'ask': 4345.99}","{'bid': 4346.68, 'ask': 4346.98}"
2026-01-02 02:45:00,"{'bid': 4346.67, 'ask': 4346.97}","{'bid': 4354.48, 'ask': 4354.78}","{'bid': 4345.98, 'ask': 4346.28}","{'bid': 4347.94, 'ask': 4348.24}"
2026-01-02 03:00:00,"{'bid': 4347.91, 'ask': 4348.21}","{'bid': 4351.96, 'ask': 4352.26}","{'bid': 4345.47, 'ask': 4345.77}","{'bid': 4346.88, 'ask': 4347.18}"
2026-01-02 03:15:00,"{'bid': 4346.87, 'ask': 4347.17}","{'bid': 4348.32, 'ask': 4348.62}","{'bid': 4344.86, 'ask': 4345.16}","{'bid': 4347.72, 'ask': 4348.02}"
2026-01-02 03:30:00,"{'bid': 4347.64, 'ask': 4347.94}","{'bid': 4353.24, 'ask': 4353.54}","{'bid': 4345.65, 'ask': 4345.95}","{'bid': 4351.41, 'ask': 4351.71}"
2026-01-02 03:45:00,"{'bid': 4351.39, 'ask': 4351.69}","{'bid': 4363.15, 'ask': 4363.45}","{'bid': 4351.04, 'ask': 4351.34}","{'bid': 4362.8, 'ask': 4363.1}"
2026-01-02 04:00:00,"{'bid': 4362.76, 'ask': 4363.06}","{'bid': 4371.79, 'ask': 4372.09}","{'bid': 4362.06, 'ask': 4362.36}","{'bid': 4368.86, 'ask': 4369.16}"
2026-01-02 04:15:00,"{'bid': 4368.91, 'ask': 4369.21}","{'bid': 4370.65, 'ask': 4370.95}","{'bid': 4365.43, 'ask': 4365.73}","{'bid': 4369.04, 'ask': 4369.34}"
2026-01-02 04:30:00,"{'bid': 4369.05, 'ask': 4369.35}","{'bid': 4374.54, 'ask': 4374.84}","{'bid': 4367.83, 'ask': 4368.13}","{'bid': 4373.71, 'ask': 4374.01}"
2026-01-02 04:45:00,"{'bid': 4373.63, 'ask': 4373.93}","{'bid': 4375.59, 'ask': 4375.89}","{'bid': 4372.15, 'ask': 4372.45}","{'bid': 4375.15, 'ask': 4375.45}"
2026-01-02 05:00:00,"{'bid': 4375.18, 'ask': 4375.48}","{'bid': 4378.36, 'ask': 4378.66}","{'bid': 4373.93, 'ask': 4374.23}","{'bid': 4374.76, 'ask': 4375.06}"
2026-01-02 05:15:00,"{'bid': 4374.74, 'ask': 4375.04}","{'bid': 4375.82, 'ask': 4376.12}","{'bid': 4371.39, 'ask': 4371.69}","{'bid': 4373.54, 'ask': 4373.84}"
2026-01-02 05:30:00,"{'bid': 4373.55, 'ask': 4373.85}","{'bid': 4375.4, 'ask': 4375.7}","{'bid': 4371.51, 'ask': 4371.81}","{'bid': 4375.3, 'ask': 4375.6}"
2026-01-02 05:45:00,"{'bid': 4375.28, 'ask': 4375.58}","{'bid': 4375.7, 'ask': 4376.0}","{'bid': 4371.32, 'ask': 4371.62}","{'bid': 4373.28, 'ask': 4373.58}"
2026-01-02 06:00:00,"{'bid': 4373.25, 'ask': 4373.55}","{'bid': 4380.09, 'ask': 4380.39}","{'bid': 4371.11, 'ask': 4371.41}","{'bid': 4377.73, 'ask': 4378.03}"
2026-01-02 06:15:00,"{'bid': 4377.67, 'ask': 4377.97}","{'bid': 4379.95, 'ask': 4380.25}","{'bid': 4375.17, 'ask': 4375.47}","{'bid': 4378.39, 'ask': 4378.69}"
2026-01-02 06:30:00,"{'bid': 4378.41, 'ask': 4378.71}","{'bid': 4379.72, 'ask': 4380.02}","{'bid': 4377.75, 'ask': 4378.05}","{'bid': 4378.67, 'ask': 4378.97}"
2026-01-02 06:45:00,"{'bid': 4378.65, 'ask': 4378.95}","{'bid': 4381.75, 'ask': 4382.05}","{'bid': 4378.24, 'ask': 4378.54}","{'bid': 4380.61, 'ask': 4380.91}"
2026-01-02 07:00:00,"{'bid': 4380.63, 'ask': 4380.93}","{'bid': 4380.91, 'ask': 4381.21}","{'bid': 4373.85, 'ask': 4374.15}","{'bid': 4375.05, 'ask': 4375.35}"
2026-01-02 07:15:00,"{'bid': 4375.06, 'ask': 4375.36}","{'bid': 4379.94, 'ask': 4380.24}","{'bid': 4373.52, 'ask': 4373.82}","{'bid': 4379.68, 'ask': 4379.98}"
2026-01-02 07:30:00,"{'bid': 4379.69, 'ask': 4379.99}","{'bid': 4379.71, 'ask': 4380.01}","{'bid': 4374.38, 'ask': 4374.68}","{'bid': 4374.39, 'ask': 4374.69}"
2026-01-02 07:45:00,"{'bid': 4374.38, 'ask': 4374.68}","{'bid': 4376.16, 'ask': 4376.46}","{'bid': 4373.3, 'ask': 4373.6}","{'bid': 4374.65, 'ask': 4374.95}"
2026-01-02 08:00:00,"{'bid': 4374.74, 'ask': 4375.04}","{'bid': 4377.82, 'ask': 4378.12}","{'bid': 4372.26, 'ask': 4372.56}","{'bid': 4377.29, 'ask': 4377.59}"
2026-01-02 08:15:00,"{'bid': 4377.14, 'ask': 4377.44}","{'bid': 4377.41, 'ask': 4377.71}","{'bid': 4371.88, 'ask': 4372.18}","{'bid': 4373.71, 'ask': 4374.01}"
2026-01-02 08:30:00,"{'bid': 4373.73, 'ask': 4374.03}","{'bid': 4380.57, 'ask': 4380.87}","{'bid': 4372.19, 'ask': 4372.49}","{'bid': 4375.66, 'ask': 4375.96}"
2026-01-02 08:45:00,"{'bid': 4375.58, 'ask': 4375.88}","{'bid': 4383.25, 'ask': 4383.55}","{'bid': 4375.2, 'ask': 4375.5}","{'bid': 4382.7, 'ask': 4383.0}"
2026-01-02 09:00:00,"{'bid': 4382.68, 'ask': 4382.98}","{'bid': 4386.5, 'ask': 4386.8}","{'bid': 4380.61, 'ask': 4380.91}","{'bid': 4385.0, 'ask': 4385.3}"
2026-01-02 09:15:00,"{'bid': 4384.99, 'ask': 4385.29}","{'bid': 4385.65, 'ask': 4385.95}","{'bid': 4381.61, 'ask': 4381.91}","{'bid': 4385.28, 'ask': 4385.58}"
2026-01-02 09:30:00,"{'bid': 4385.27, 'ask': 4385.57}","{'bid': 4390.48, 'ask': 4390.78}","{'bid': 4384.16, 'ask': 4384.46}","{'bid': 4390.39, 'ask': 4390.69}"
2026-01-02 09:45:00,"{'bid': 4390.4, 'ask': 4390.7}","{'bid': 4397.44, 'ask': 4397.74}","{'bid': 4386.84, 'ask': 4387.14}","{'bid': 4387.03, 'ask': 4387.33}"
2026-01-02 10:00:00,"{'bid': 4386.99, 'ask': 4387.29}","{'bid': 4391.05, 'ask': 4391.35}","{'bid': 4386.21, 'ask': 4386.51}","{'bid': 4390.07, 'ask': 4390.37}"
2026-01-02 10:15:00,"{'bid': 4390.15, 'ask': 4390.45}","{'bid': 4391.6, 'ask': 4391.9}","{'bid': 4383.5, 'ask': 4383.8}","{'bid': 4388.55, 'ask': 4388.85}"
2026-01-02 10:30:00,"{'bid': 4388.57, 'ask': 4388.87}","{'bid': 4389.73, 'ask': 4390.03}","{'bid': 4386.73, 'ask': 4387.03}","{'bid': 4388.63, 'ask': 4388.93}"
2026-01-02 10:45:00,"{'bid': 4388.69, 'ask': 4388.99}","{'bid': 4389.45, 'ask': 4389.75}","{'bid': 4385.03, 'ask': 4385.33}","{'bid': 4385.48, 'ask': 4385.78}"
2026-01-02 11:00:00,"{'bid': 4385.54, 'ask': 4385.84}","{'bid': 4388.45, 'ask': 4388.75}","{'bid': 4384.58, 'ask': 4384.88}","{'bid': 4388.14, 'ask': 4388.44}"
2026-01-02 11:15:00,"{'bid': 4388.12, 'ask': 4388.42}","{'bid': 4389.85, 'ask': 4390.15}","{'bid': 4385.62, 'ask': 4385.92}","{'bid': 4386.41, 'ask': 4386.71}"
2026-01-02 11:30:00,"{'bid': 4386.47, 'ask': 4386.77}","{'bid': 4396.41, 'ask': 4396.71}","{'bid': 4384.84, 'ask': 4385.14}","{'bid': 4393.63, 'ask': 4393.93}"
2026-01-02 11:45:00,"{'bid': 4393.66, 'ask': 4393.96}","{'bid': 4398.43, 'ask': 4398.73}","{'bid': 4393.62, 'ask': 4393.92}","{'bid': 4396.07, 'ask': 4396.37}"
2026-01-02 12:00:00,"{'bid': 4396.09, 'ask': 4396.39}","{'bid': 4397.83, 'ask': 4398.13}","{'bid': 4393.92, 'ask': 4394.22}","{'bid': 4395.08, 'ask': 4395.38}"
2026-01-02 12:15:00,"{'bid': 4395.05, 'ask': 4395.35}","{'bid': 4399.25, 'ask': 4399.55}","{'bid': 4394.15, 'ask': 4394.45}","{'bid': 4394.32, 'ask': 4394.62}"
2026-01-02 12:30:00,"{'bid': 4394.34, 'ask': 4394.64}","{'bid': 4395.62, 'ask': 4395.92}","{'bid': 4391.72, 'ask': 4392.02}","{'bid': 4394.96, 'ask': 4395.26}"
2026-01-02 12:45:00,"{'bid': 4394.98, 'ask': 4395.28}","{'bid': 4395.54, 'ask': 4395.84}","{'bid': 4390.75, 'ask': 4391.05}","{'bid': 4392.85, 'ask': 4393.15}"
2026-01-02 13:00:00,"{'bid': 4392.87, 'ask': 4393.17}","{'bid': 4397.17, 'ask': 4397.47}","{'bid': 4391.12, 'ask': 4391.42}","{'bid': 4395.23, 'ask': 4395.53}"
2026-01-02 13:15:00,"{'bid': 4395.16, 'ask': 4395.46}","{'bid': 4398.15, 'ask': 4398.45}","{'bid': 4392.97, 'ask': 4393.27}","{'bid': 4393.23, 'ask': 4393.53}"
2026-01-02 13:30:00,"{'bid': 4393.25, 'ask': 4393.55}","{'bid': 4394.48, 'ask': 4394.78}","{'bid': 4385.11, 'ask': 4385.41}","{'bid': 4387.95, 'ask': 4388.25}"
2026-01-02 13:45:00,"{'bid': 4387.98, 'ask': 4388.28}","{'bid': 4394.71, 'ask': 4395.01}","{'bid': 4385.36, 'ask': 4385.66}","{'bid': 4394.34, 'ask': 4394.64}"
2026-01-02 14:00:00,"{'bid': 4394.38, 'ask': 4394.68}","{'bid': 4401.03, 'ask': 4401.33}","{'bid': 4392.61, 'ask': 4392.91}","{'bid': 4399.75, 'ask': 4400.05}"
2026-01-02 14:15:00,"{'bid': 4399.68, 'ask': 4399.98}","{'bid': 4402.22, 'ask': 4402.52}","{'bid': 4373.1, 'ask': 4373.4}","{'bid': 4374.35, 'ask': 4374.65}"
2026-01-02 14:30:00,"{'bid': 4374.31, 'ask': 4374.61}","{'bid': 4377.17, 'ask': 4377.47}","{'bid': 4365.61, 'ask': 4365.91}","{'bid': 4372.5, 'ask': 4372.8}"
2026-01-02 14:45:00,"{'bid': 4372.45, 'ask': 4372.75}","{'bid': 4377.88, 'ask': 4378.18}","{'bid': 4361.84, 'ask': 4362.14}","{'bid': 4365.82, 'ask': 4366.12}"
2026-01-02 15:00:00,"{'bid': 4365.84, 'ask': 4366.14}","{'bid': 4372.5, 'ask': 4372.8}","{'bid': 4364.43, 'ask': 4364.73}","{'bid': 4370.31, 'ask': 4370.61}"
2026-01-02 15:15:00,"{'bid': 4370.29, 'ask': 4370.59}","{'bid': 4373.67, 'ask': 4373.97}","{'bid': 4367.11, 'ask': 4367.41}","{'bid': 4368.24, 'ask': 4368.54}"
2026-01-02 15:30:00,"{'bid': 4368.35, 'ask': 4368.65}","{'bid': 4370.1, 'ask': 4370.4}","{'bid': 4348.02, 'ask': 4348.32}","{'bid': 4356.32, 'ask': 4356.62}"
2026-01-02 15:45:00,"{'bid': 4356.37, 'ask': 4356.67}","{'bid': 4363.07, 'ask': 4363.37}","{'bid': 4352.18, 'ask': 4352.48}","{'bid': 4353.38, 'ask': 4353.68}"
2026-01-02 16:00:00,"{'bid': 4353.28, 'ask': 4353.58}","{'bid': 4356.96, 'ask': 4357.26}","{'bid': 4333.59, 'ask': 4333.89}","{'bid': 4340.45, 'ask': 4340.75}"
2026-01-02 16:15:00,"{'bid': 4340.44, 'ask': 4340.74}","{'bid': 4342.57, 'ask': 4342.87}","{'bid': 4330.24, 'ask': 4330.54}","{'bid': 4336.49, 'ask': 4336.79}"
2026-01-02 16:30:00,"{'bid': 4336.5, 'ask': 4336.8}","{'bid': 4346.59, 'ask': 4346.89}","{'bid': 4331.58, 'ask': 4331.88}","{'bid': 4345.97, 'ask': 4346.27}"
2026-01-02 16:45:00,"{'bid': 4345.98, 'ask': 4346.28}","{'bid': 4346.86, 'ask': 4347.16}","{'bid': 4333.68, 'ask': 4333.98}","{'bid': 4335.32, 'ask': 4335.62}"
2026-01-02 17:00:00,"{'bid': 4335.21, 'ask': 4335.51}","{'bid': 4337.24, 'ask': 4337.54}","{'bid': 4320.48, 'ask': 4320.78}","{'bid': 4322.42, 'ask': 4322.72}"
2026-01-02 17:15:00,"{'bid': 4322.34, 'ask': 4322.64}","{'bid': 4324.94, 'ask': 4325.24}","{'bid': 4314.97, 'ask': 4315.27}","{'bid': 4321.57, 'ask': 4321.87}"
2026-01-02 17:30:00,"{'bid': 4321.52, 'ask': 4321.82}","{'bid': 4328.06, 'ask': 4328.36}","{'bid': 4315.19, 'ask': 4315.49}","{'bid': 4325.75, 'ask': 4326.05}"
2026-01-02 17:45:00,"{'bid': 4325.77, 'ask': 4326.07}","{'bid': 4328.16, 'ask': 4328.46}","{'bid': 4321.42, 'ask': 4321.72}","{'bid': 4326.38, 'ask': 4326.68}"
2026-01-02 18:00:00,"{'bid': 4326.32, 'ask': 4326.62}","{'bid': 4333.45, 'ask': 4333.75}","{'bid': 4324.6, 'ask': 4324.9}","{'bid': 4330.07, 'ask': 4330.37}"
2026-01-02 18:15:00,"{'bid': 4330.09, 'ask': 4330.39}","{'bid': 4332.9, 'ask': 4333.2}","{'bid': 4324.0, 'ask': 4324.3}","{'bid': 4328.76, 'ask': 4329.06}"
2026-01-02 18:30:00,"{'bid': 4328.75, 'ask': 4329.05}","{'bid': 4331.17, 'ask': 4331.47}","{'bid': 4323.45, 'ask': 4323.75}","{'bid': 4326.32, 'ask': 4326.62}"
2026-01-02 18:45:00,"{'bid': 4326.24, 'ask': 4326.54}","{'bid': 4328.02, 'ask': 4328.32}","{'bid': 4322.67, 'ask': 4322.97}","{'bid': 4322.88, 'ask': 4323.18}"
2026-01-02 19:00:00,"{'bid': 4322.82, 'ask': 4323.12}","{'bid': 4323.61, 'ask': 4323.91}","{'bid': 4312.55, 'ask': 4312.85}","{'bid': 4314.44, 'ask': 4314.74}"
2026-01-02 19:15:00,"{'bid': 4314.48, 'ask': 4314.78}","{'bid': 4321.64, 'ask': 4321.94}","{'bid': 4310.69, 'ask': 4310.99}","{'bid': 4318.42, 'ask': 4318.72}"
2026-01-02 19:30:00,"{'bid': 4318.44, 'ask': 4318.74}","{'bid': 4319.42, 'ask': 4319.72}","{'bid': 4309.68, 'ask': 4309.98}","{'bid': 4312.39, 'ask': 4312.69}"
2026-01-02 19:45:00,"{'bid': 4312.37, 'ask': 4312.67}","{'bid': 4315.52, 'ask': 4315.82}","{'bid': 4311.95, 'ask': 4312.25}","{'bid': 4315.01, 'ask': 4315.31}"
2026-01-02 20:00:00,"{'bid': 4315.07, 'ask': 4315.37}","{'bid': 4322.03, 'ask': 4322.33}","{'bid': 4315.07, 'ask': 4315.37}","{'bid': 4321.38, 'ask': 4321.68}"
2026-01-02 20:15:00,"{'bid': 4321.39, 'ask': 4321.69}","{'bid': 4323.04, 'ask': 4323.34}","{'bid': 4316.32, 'ask': 4316.62}","{'bid': 4318.48, 'ask': 4318.78}"
2026-01-02 20:30:00,"{'bid': 4318.49, 'ask': 4318.79}","{'bid': 4326.19, 'ask': 4326.49}","{'bid': 4318.13, 'ask': 4318.43}","{'bid': 4322.67, 'ask': 4322.97}"
2026-01-02 20:45:00,"{'bid': 4322.68, 'ask': 4322.98}","{'bid': 4322.84, 'ask': 4323.14}","{'bid': 4317.39, 'ask': 4317.69}","{'bid': 4318.08, 'ask': 4318.38}"
2026-01-02 21:00:00,"{'bid': 4318.11, 'ask': 4318.41}","{'bid': 4321.4, 'ask': 4321.7}","{'bid': 4317.14, 'ask': 4317.44}","{'bid': 4319.87, 'ask': 4320.17}"
2026-01-02 21:15:00,"{'bid': 4319.88, 'ask': 4320.18}","{'bid': 4329.3, 'ask': 4329.6}","{'bid': 4318.65, 'ask': 4318.95}","{'bid': 4328.4, 'ask': 4328.7}"
2026-01-02 21:30:00,"{'bid': 4328.35, 'ask': 4328.65}","{'bid': 4329.24, 'ask': 4329.54}","{'bid': 4325.18, 'ask': 4325.48}","{'bid': 4326.73, 'ask': 4327.03}"
2026-01-02 21:45:00,"{'bid': 4326.75, 'ask': 4327.05}","{'bid': 4331.49, 'ask': 4331.79}","{'bid': 4326.28, 'ask': 4326.58}","{'bid': 4331.44, 'ask': 4331.74}"
2026-01-02 22:00:00,"{'bid': 4331.35, 'ask': 4331.65}","{'bid': 4331.78, 'ask': 4332.08}","{'bid': 4326.96, 'ask': 4327.26}","{'bid': 4328.87, 'ask': 4329.17}"
2026-01-02 22:15:00,"{'bid': 4328.86, 'ask': 4329.16}","{'bid': 4329.61, 'ask': 4329.91}","{'bid': 4327.73, 'ask': 4328.03}","{'bid': 4328.79, 'ask': 4329.09}"
2026-01-02 22:30:00,"{'bid': 4328.8, 'ask': 4329.1}","{'bid': 4330.44, 'ask': 4330.74}","{'bid': 4327.08, 'ask': 4327.38}","{'bid': 4328.56, 'ask': 4328.86}"
2026-01-02 22:45:00,"{'bid': 4328.48, 'ask': 4328.78}","{'bid': 4334.4, 'ask': 4334.7}","{'bid': 4328.37, 'ask': 4328.67}","{'bid': 4332.05, 'ask': 4332.35}"
2026-01-05 00:00:00,"{'bid': 4350.46, 'ask': 4351.66}","{'bid': 4370.75, 'ask': 4371.05}","{'bid': 4345.73, 'ask': 4346.03}","{'bid': 4370.05, 'ask': 4370.35}"
2026-01-05 00:15:00,"{'bid': 4370.09, 'ask': 4370.39}","{'bid': 4372.63, 'ask': 4372.93}","{'bid': 4361.05, 'ask': 4361.35}","{'bid': 4366.89, 'ask': 4367.19}"
2026-01-05 00:30:00,"{'bid': 4366.79, 'ask': 4367.09}","{'bid': 4366.79, 'ask': 4367.09}","{'bid': 4354.32, 'ask': 4354.62}","{'bid': 4362.12, 'ask': 4362.42}"
2026-01-05 00:45:00,"{'bid': 4362.1, 'ask': 4362.4}","{'bid': 4375.86, 'ask': 4376.16}","{'bid': 4361.23, 'ask': 4361.53}","{'bid': 4372.45, 'ask': 4372.75}"
2026-01-05 01:00:00,"{'bid': 4372.46, 'ask': 4372.76}","{'bid': 4379.87, 'ask': 4380.17}","{'bid': 4370.24, 'ask': 4370.54}","{'bid': 4378.12, 'ask': 4378.42}"
2026-01-05 01:15:00,"{'bid': 4378.09, 'ask': 4378.39}","{'bid': 4389.53, 'ask': 4389.83}","{'bid': 4377.65, 'ask': 4377.95}","{'bid': 4387.18, 'ask': 4387.48}"
2026-01-05 01:30:00,"{'bid': 4387.11, 'ask': 4387.41}","{'bid': 4396.77, 'ask': 4397.07}","{'bid': 4385.74, 'ask': 4386.04}","{'bid': 4387.85, 'ask': 4388.15}"
2026-01-05 01:45:00,"{'bid': 4387.86, 'ask': 4388.16}","{'bid': 4395.83, 'ask': 4396.13}","{'bid': 4385.06, 'ask': 4385.36}","{'bid': 4394.92, 'ask': 4395.22}"
2026-01-05 02:00:00,"{'bid': 4394.94, 'ask': 4395.24}","{'bid': 4421.16, 'ask': 4421.46}","{'bid': 4394.18, 'ask': 4394.48}","{'bid': 4402.82, 'ask': 4403.12}"
2026-01-05 02:15:00,"{'bid': 4402.78, 'ask': 4403.08}","{'bid': 4405.13, 'ask': 4405.43}","{'bid': 4394.09, 'ask': 4394.39}","{'bid': 4395.98, 'ask': 4396.28}"
2026-01-05 02:30:00,"{'bid': 4396.13, 'ask': 4396.43}","{'bid': 4405.06, 'ask': 4405.36}","{'bid': 4392.96, 'ask': 4393.26}","{'bid': 4404.05, 'ask': 4404.35}"
2026-01-05 02:45:00,"{'bid': 4404.03, 'ask': 4404.33}","{'bid': 4406.64, 'ask': 4406.94}","{'bid': 4391.19, 'ask': 4391.49}","{'bid': 4401.77, 'ask': 4402.07}"
2026-01-05 03:00:00,"{'bid': 4401.81, 'ask': 4402.11}","{'bid': 4404.97, 'ask': 4405.27}","{'bid': 4388.51, 'ask': 4388.81}","{'bid': 4394.04, 'ask': 4394.34}"
2026-01-05 03:15:00,"{'bid': 4394.02, 'ask': 4394.32}","{'bid': 4402.9, 'ask': 4403.2}","{'bid': 4392.41, 'ask': 4392.71}","{'bid': 4402.23, 'ask': 4402.53}"
2026-01-05 03:30:00,"{'bid': 4402.18, 'ask': 4402.48}","{'bid': 4406.96, 'ask': 4407.26}","{'bid': 4399.66, 'ask': 4399.96}","{'bid': 4399.76, 'ask': 4400.06}"
2026-01-05 03:45:00,"{'bid': 4399.75, 'ask': 4400.05}","{'bid': 4409.52, 'ask': 4409.82}","{'bid': 4398.55, 'ask': 4398.85}","{'bid': 4405.44, 'ask': 4405.74}"
2026-01-05 04:00:00,"{'bid': 4405.35, 'ask': 4405.65}","{'bid': 4413.91, 'ask': 4414.21}","{'bid': 4405.29, 'ask': 4405.59}","{'bid': 4410.57, 'ask': 4410.87}"
2026-01-05 04:15:00,"{'bid': 4410.48, 'ask': 4410.78}","{'bid': 4412.59, 'ask': 4412.89}","{'bid': 4405.96, 'ask': 4406.26}","{'bid': 4407.45, 'ask': 4407.75}"
2026-01-05 04:30:00,"{'bid': 4407.43, 'ask': 4407.73}","{'bid': 4410.6, 'ask': 4410.9}","{'bid': 4403.6, 'ask': 4403.9}","{'bid': 4409.56, 'ask': 4409.86}"
2026-01-05 04:45:00,"{'bid': 4409.52, 'ask': 4409.82}","{'bid': 4410.15, 'ask': 4410.45}","{'bid': 4399.74, 'ask': 4400.04}","{'bid': 4399.94, 'ask': 4400.24}"
2026-01-05 05:00:00,"{'bid': 4399.85, 'ask': 4400.15}","{'bid': 4404.36, 'ask': 4404.66}","{'bid': 4397.28, 'ask': 4397.58}","{'bid': 4400.05, 'ask': 4400.35}"
2026-01-05 05:15:00,"{'bid': 4400.03, 'ask': 4400.33}","{'bid': 4406.2, 'ask': 4406.5}","{'bid': 4399.98, 'ask': 4400.28}","{'bid': 4404.68, 'ask': 4404.98}"
2026-01-05 05:30:00,"{'bid': 4404.67, 'ask': 4404.97}","{'bid': 4407.56, 'ask': 4407.86}","{'bid': 4404.14, 'ask': 4404.44}","{'bid': 4405.63, 'ask': 4405.93}"
2026-01-05 05:45:00,"{'bid': 4405.64, 'ask': 4405.94}","{'bid': 4408.32, 'ask': 4408.62}","{'bid': 4403.51, 'ask': 4403.81}","{'bid': 4404.2, 'ask': 4404.5}"
2026-01-05 06:00:00,"{'bid': 4404.17, 'ask': 4404.47}","{'bid': 4408.87, 'ask': 4409.17}","{'bid': 4403.66, 'ask': 4403.96}","{'bid': 4408.0, 'ask': 4408.3}"
2026-01-05 06:15:00,"{'bid': 4408.01, 'ask': 4408.31}","{'bid': 4412.66, 'ask': 4412.96}","{'bid': 4406.92, 'ask': 4407.22}","{'bid': 4412.52, 'ask': 4412.82}"
2026-01-05 06:30:00,"{'bid': 4412.5, 'ask': 4412.8}","{'bid': 4414.48, 'ask': 4414.78}","{'bid': 4401.94, 'ask': 4402.24}","{'bid': 4401.95, 'ask': 4402.25}"
2026-01-05 06:45:00,"{'bid': 4401.97, 'ask': 4402.27}","{'bid': 4412.34, 'ask': 4412.64}","{'bid': 4401.24, 'ask': 4401.54}","{'bid': 4412.3, 'ask': 4412.6}"
2026-01-05 07:00:00,"{'bid': 4412.19, 'ask': 4412.49}","{'bid': 4419.96, 'ask': 4420.26}","{'bid': 4411.17, 'ask': 4411.47}","{'bid': 4418.17, 'ask': 4418.47}"
2026-01-05 07:15:00,"{'bid': 4418.16, 'ask': 4418.46}","{'bid': 4426.01, 'ask': 4426.31}","{'bid': 4415.61, 'ask': 4415.91}","{'bid': 4423.89, 'ask': 4424.19}"
2026-01-05 07:30:00,"{'bid': 4423.93, 'ask': 4424.23}","{'bid': 4426.27, 'ask': 4426.57}","{'bid': 4416.29, 'ask': 4416.59}","{'bid': 4420.02, 'ask': 4420.32}"
2026-01-05 07:45:00,"{'bid': 4419.99, 'ask': 4420.29}","{'bid': 4421.98, 'ask': 4422.28}","{'bid': 4418.23, 'ask': 4418.53}","{'bid': 4420.11, 'ask': 4420.41}"
2026-01-05 08:00:00,"{'bid': 4420.18, 'ask': 4420.48}","{'bid': 4423.92, 'ask': 4424.22}","{'bid': 4416.83, 'ask': 4417.13}","{'bid': 4419.81, 'ask': 4420.11}"
2026-01-05 08:15:00,"{'bid': 4419.85, 'ask': 4420.15}","{'bid': 4423.17, 'ask': 4423.47}","{'bid': 4418.78, 'ask': 4419.08}","{'bid': 4420.36, 'ask': 4420.66}"
2026-01-05 08:30:00,"{'bid': 4420.38, 'ask': 4420.68}","{'bid': 4425.03, 'ask': 4425.33}","{'bid': 4418.61, 'ask': 4418.91}","{'bid': 4424.55, 'ask': 4424.85}"
2026-01-05 08:45:00,"{'bid': 4424.6, 'ask': 4424.9}","{'bid': 4424.6, 'ask': 4424.9}","{'bid': 4419.93, 'ask': 4420.23}","{'bid': 4421.77, 'ask': 4422.07}"
2026-01-05 09:00:00,"{'bid': 4421.79, 'ask': 4422.09}","{'bid': 4425.18, 'ask': 4425.48}","{'bid': 4419.32, 'ask': 4419.62}","{'bid': 4424.35, 'ask': 4424.65}"
2026-01-05 09:15:00,"{'bid': 4424.36, 'ask': 4424.66}","{'bid': 4430.18, 'ask': 4430.48}","{'bid': 4424.35, 'ask': 4424.65}","{'bid': 4426.65, 'ask': 4426.95}"
