initial_capital,final_capital,net_pnl,return_%,total_trades,wins,losses,win_rate_%,avg_win,avg_loss,expectancy,profit_factor,max_drawdown_%
100,99.654,-0.346,-0.346,8,5,3,62.5,1.4,-2.449,-0.043,0.953,-3.453
